"Date(UTC)","Market","Type","Price","Amount","Total","Fee","Fee Coin"
"2018-07-10 03:00:50","BNBETH","SELL","0.02905","2.98","0.08656900","0.00149141","BNB"
"2018-07-09 23:20:55","EOSBNB","BUY","0.5918","70.2","41.54436000","0.02078264","BNB"
"2018-07-09 22:19:38","BNBETH","BUY","0.02844","2.98","0.08475120","0.00149","BNB"
"2018-07-09 18:20:14","BCCBNB","SELL","54.39","0.06065","3.29875350","0.00164937","BNB"
"2018-07-09 04:36:29","XLMBNB","BUY","0.01515","174.12","2.63791800","0.0013168","BNB"
"2018-07-09 03:41:43","LTCBNB","SELL","5.91","0.6196","3.66183600","0.00183092","BNB"
"2018-07-09 03:06:47","BNBETH","SELL","0.02905","2.77","0.08046850","0.00138389","BNB"
"2018-07-09 03:06:46","BNBETH","SELL","0.02905","0.01","0.00029050","0.00000498","BNB"
"2018-07-09 03:06:46","BNBETH","SELL","0.02905","0.01","0.00029050","0.00000498","BNB"
"2018-07-09 03:06:25","BNBETH","SELL","0.02905","0.01","0.00029050","0.00000498","BNB"
"2018-07-09 03:06:25","BNBETH","SELL","0.02905","0.01","0.00029050","0.00000498","BNB"
"2018-07-09 03:06:21","BNBETH","SELL","0.02905","0.16","0.00464800","0.00008003","BNB"
"2018-07-09 03:06:21","BNBETH","SELL","0.02905","0.01","0.00029050","0.00000499","BNB"
"2018-07-09 02:58:24","LTCBNB","BUY","5.86","0.29685","1.73954100","0.00087072","BNB"
"2018-07-09 02:58:10","LTCBNB","BUY","5.86","0.38675","2.26635500","0.00113459","BNB"
"2018-07-08 23:57:13","LTCBNB","BUY","5.89","1.9888","11.71403200","0.00585809","BNB"
"2018-07-08 16:20:47","XLMBNB","SELL","0.01508","0.77","0.01161160","0.0000058","BNB"
"2018-07-08 16:15:54","XLMBNB","SELL","0.01508","178","2.68424000","0.00134212","BNB"
"2018-07-08 15:25:37","BNBETH","BUY","0.02844","2.98","0.08475120","0.00149","BNB"
"2018-07-08 09:08:22","XLMBNB","BUY","0.01475","178.95","2.63951250","0.00131913","BNB"
"2018-07-08 09:07:09","BNBETH","SELL","0.02905","2.98","0.08656900","0.00149003","BNB"
"2018-07-08 08:28:04","BCCBNB","BUY","54.2","0.00439","0.23793800","0.00000439","BCC"
"2018-07-08 08:28:04","BCCBNB","BUY","54.2","0.05633","3.05308600","0.00005633","BCC"
"2018-07-08 06:20:50","BCCBNB","SELL","55.4","0.06065","3.36001000","0.00336001","BNB"
"2018-07-08 04:46:15","BCCBNB","BUY","54.2","0.06072","3.29102400","0.00006072","BCC"
"2018-07-08 00:16:55","BCCBNB","SELL","55.4","0.06065","3.36001000","0.00336001","BNB"
"2018-07-07 23:44:38","BCCBNB","BUY","54.2","0.00072","0.03902400","0.00000072","BCC"
"2018-07-07 23:44:38","BCCBNB","BUY","54.2","0.06","3.25200000","0.00006","BCC"
"2018-07-07 23:39:08","LTCBNB","SELL","6.24","0.717","4.47408000","0.00447408","BNB"
"2018-07-07 23:39:08","LTCBNB","SELL","6.11","0.6829","4.17251900","0.00417252","BNB"
"2018-07-07 23:30:18","LTCBNB","SELL","5.98","0.6504","3.88939200","0.00388939","BNB"
"2018-07-07 23:28:23","XLMBNB","SELL","0.01498","598.16","8.96043680","0.00896044","BNB"
"2018-07-07 23:28:15","BNBETH","BUY","0.02935","2.78","0.08159300","0.00278","BNB"
"2018-07-07 23:26:21","LTCBNB","SELL","5.85","0.6194","3.62349000","0.00362349","BNB"
"2018-07-07 23:25:19","BCCBNB","SELL","53.44","0.06218","3.32289920","0.0033229","BNB"
"2018-07-07 23:25:14","BCCBNB","SELL","53.44","0.05899","3.15242560","0.00315243","BNB"
"2018-07-07 23:25:14","BCCBNB","SELL","53.44","0.126","6.73344000","0.00673344","BNB"
"2018-07-07 20:22:32","LTCBNB","BUY","5.71","0.62","3.54020000","0.00062","LTC"
"2018-07-07 18:28:15","BNBETH","SELL","0.03","2.78","0.08340000","0.0000834","ETH"
"2018-07-07 16:47:15","BCCBNB","SELL","53.44","0.00247","0.13199680","0.000132","BNB"
"2018-07-07 16:47:15","BCCBNB","SELL","53.44","0.00247","0.13199680","0.000132","BNB"
"2018-07-07 16:47:14","BCCBNB","SELL","53.44","0.0189","1.01001600","0.00101002","BNB"
"2018-07-07 10:21:17","BCCBNB","BUY","50.58","0.00032","0.01618560","0.00000032","BCC"
"2018-07-07 10:21:04","BCCBNB","BUY","50.58","0.075","3.79350000","0.000075","BCC"
"2018-07-07 10:21:02","XLMBNB","BUY","0.01433","1.03","0.01475990","0.00103","XLM"
"2018-07-07 10:14:16","XLMBNB","BUY","0.01433","213","3.05229000","0.213","XLM"
"2018-07-07 08:53:56","LTCBNB","SELL","5.85","0.619","3.62115000","0.00362115","BNB"
"2018-07-07 08:40:05","LTCBNB","BUY","5.83","4.219","24.59677000","0.004219","LTC"
"2018-07-07 07:54:06","XLMBNB","BUY","0.01466","199.21","2.92041860","0.19921","XLM"
"2018-07-07 07:43:02","BCCBNB","BUY","51.79","0.07006","3.62840740","0.00007006","BCC"
"2018-07-07 04:19:22","XLMBNB","BUY","0.015","185.51","2.78265000","0.18551","XLM"
"2018-07-07 02:54:14","BCCBNB","BUY","52.99","0.06521","3.45547790","0.00006521","BCC"
"2018-07-06 14:24:43","BCCBNB","BUY","54.2","0.06072","3.29102400","0.00006072","BCC"
"2018-07-06 12:49:46","LTCBNB","SELL","6.27","0.791","4.95957000","0.00495957","BNB"
"2018-07-06 12:04:05","XLMBNB","SELL","0.01515","384.33","5.82259950","0.0058226","BNB"
"2018-07-06 12:03:07","BCCBNB","SELL","54.76","0.12579","6.88826040","0.00688826","BNB"
"2018-07-06 11:36:50","BNBETH","BUY","0.02868","0.38","0.01089840","0.00038","BNB"
"2018-07-06 11:36:39","BNBETH","BUY","0.02868","0.07","0.00200760","0.00007","BNB"
"2018-07-06 11:36:39","BNBETH","BUY","0.02868","0.06","0.00172080","0.00006","BNB"
"2018-07-06 11:36:39","BNBETH","BUY","0.02868","0.07","0.00200760","0.00007","BNB"
"2018-07-06 11:36:39","BNBETH","BUY","0.02868","0.06","0.00172080","0.00006","BNB"
"2018-07-06 11:36:39","BNBETH","BUY","0.02868","0.07","0.00200760","0.00007","BNB"
"2018-07-06 11:36:39","BNBETH","BUY","0.02868","0.07","0.00200760","0.00007","BNB"
"2018-07-06 09:38:39","BNBETH","BUY","0.02868","0.08","0.00229440","0.00008","BNB"
"2018-07-06 09:38:39","BNBETH","BUY","0.02868","0.07","0.00200760","0.00007","BNB"
"2018-07-06 09:37:57","BNBETH","BUY","0.02868","1.87","0.05363160","0.00187","BNB"
"2018-07-06 06:57:00","BNBBTC","BUY","0.002044","8.17","0.01669948","0.00817","BNB"
"2018-07-06 05:21:34","ZECETH","BUY","0.372","0.166","0.06175200","0.000166","ZEC"
"2018-07-05 23:13:29","ZECETH","BUY","0.372","0.239","0.08890800","0.000239","ZEC"
"2018-07-05 18:46:41","BNBETH","SELL","0.0293","2.8","0.08204000","0.00008204","ETH"
"2018-07-05 18:41:37","XLMBNB","BUY","0.01466","199.21","2.92041860","0.19921","XLM"
"2018-07-05 17:52:04","BCCBNB","BUY","52.99","0.0652","3.45494800","0.0000652","BCC"
"2018-07-05 17:52:04","BCCBNB","BUY","52.99","0.00001","0.00052990","0.00000001","BCC"
"2018-07-05 16:26:12","ZECETH","SELL","0.38","0.405","0.15390000","0.0001539","ETH"
"2018-07-05 16:12:56","ZECETH","BUY","0.379","0.789","0.29903100","0.000789","ZEC"
"2018-07-05 16:10:30","ZECETH","BUY","0.379","0.37","0.14023000","0.00037","ZEC"
"2018-07-05 16:10:21","ZECETH","BUY","0.379","0.027","0.01023300","0.000027","ZEC"
"2018-07-05 16:10:08","ZECETH","BUY","0.379","0.202","0.07655800","0.000202","ZEC"
"2018-07-05 16:10:05","ZECETH","BUY","0.379","0.012","0.00454800","0.000012","ZEC"
"2018-07-05 16:10:02","ZECETH","BUY","0.379","0.075","0.02842500","0.000075","ZEC"
"2018-07-05 16:10:00","ZECETH","BUY","0.379","0.014","0.00530600","0.000014","ZEC"
"2018-07-05 16:09:58","ZECETH","BUY","0.379","0.013","0.00492700","0.000013","ZEC"
"2018-07-05 16:09:51","ZECETH","BUY","0.379","0.008","0.00303200","0.000008","ZEC"
"2018-07-05 16:09:48","ZECETH","BUY","0.379","0.015","0.00568500","0.000015","ZEC"
"2018-07-05 16:09:41","ZECETH","BUY","0.379","0.006","0.00227400","0.000006","ZEC"
"2018-07-05 14:12:54","XLMBNB","BUY","0.01499","185.51","2.78079490","0.18551","XLM"
"2018-07-05 10:46:28","BNBETH","BUY","0.02912","2.8","0.08153600","0.0028","BNB"
"2018-07-05 09:52:35","BCCBNB","BUY","54.2","0.00073","0.03956600","0.00000073","BCC"
"2018-07-05 09:52:34","BCCBNB","BUY","54.2","0.05999","3.25145800","0.00005999","BCC"
"2018-07-05 01:56:00","XLMBNB","SELL","0.01533","53.53","0.82061490","0.00082061","BNB"
"2018-07-05 01:55:40","XLMBNB","SELL","0.01533","65.89","1.01009370","0.00101009","BNB"
"2018-07-05 01:55:40","XLMBNB","SELL","0.01533","65.89","1.01009370","0.00101009","BNB"
"2018-07-05 00:03:54","XLMBNB","BUY","0.01499","13.51","0.20251490","0.01351","XLM"
"2018-07-05 00:03:53","XLMBNB","BUY","0.01499","98","1.46902000","0.098","XLM"
"2018-07-05 00:03:50","XLMBNB","BUY","0.01499","74","1.10926000","0.074","XLM"
"2018-07-04 20:33:20","ZENBNB","SELL","1.33","0.71","0.94430000","0.0009443","BNB"
"2018-07-04 20:06:36","ZENBNB","SELL","1.33","1.8","2.39400000","0.002394","BNB"
"2018-07-04 18:24:26","ZENBNB","BUY","1.3","0.53","0.68900000","0.00053","ZEN"
"2018-07-04 18:17:48","ZENBNB","BUY","1.3","2","2.60000000","0.002","ZEN"
"2018-07-04 15:26:31","BNBETH","SELL","0.02975","2.8","0.08330000","0.0000833","ETH"
"2018-07-04 13:16:20","BNBBTC","BUY","0.0020955","0.01","0.00002095","0.00001","BNB"
"2018-07-04 13:16:14","BNBBTC","BUY","0.0020955","2.06","0.00431673","0.00206","BNB"
"2018-07-04 13:16:14","BNBBTC","BUY","0.0020955","5.52","0.01156716","0.00552","BNB"
"2018-07-04 13:15:16","EOSBNB","SELL","0.6685","8.36","5.58866000","0.00558866","BNB"
"2018-07-04 13:07:08","EOSBNB","SELL","0.6565","7.96","5.22574000","0.00522574","BNB"
"2018-07-04 09:21:51","BNBETH","BUY","0.02988","0.01","0.00029880","0.00001","BNB"
